dataset,round,method,train_time,adj_r2,rmse,mae
feats10_snr10_N10000,0,torch_gpu_optimized,1.5347461998462677,0.8894710148179896,0.8067612051963806,0.643093466758728
feats10_snr10_N10000,1,torch_gpu_optimized,1.0940201114863157,0.8917931154159289,0.8044388890266418,0.641567587852478
feats10_snr10_N10000,2,torch_gpu_optimized,1.0964465104043484,0.8862809232595518,0.8172354698181152,0.6540570855140686
feats10_snr10_N10000,3,torch_gpu_optimized,1.0362357031553984,0.8883172084659163,0.8074941635131836,0.6424093246459961
feats10_snr10_N10000,4,torch_gpu_optimized,1.2681347392499447,0.8890745108742664,0.8032030463218689,0.6383962035179138
feats10_snr10_N10000,5,torch_gpu_optimized,0.9739322755485773,0.8937278920104935,0.797722578048706,0.6421839594841003
feats10_snr10_N10000,6,torch_gpu_optimized,1.1225942764431238,0.8894662057536254,0.8175716400146484,0.6521254181861877
feats10_snr10_N10000,7,torch_gpu_optimized,0.9552358537912369,0.8925867858497467,0.7907230854034424,0.6317623853683472
feats10_snr10_N10000,8,torch_gpu_optimized,1.13659961335361,0.890986892898944,0.7984697222709656,0.6328192353248596
feats10_snr10_N10000,9,torch_gpu_optimized,1.6496085245162249,0.8738966115417734,0.8600772619247437,0.6854303479194641
feats10_snr10_N100000,0,torch_gpu_optimized,9.233436521142721,0.902856577538618,1.0915753841400146,0.869381308555603
feats10_snr10_N100000,1,torch_gpu_optimized,9.29656333103776,0.9019488535128839,1.0986777544021606,0.8769475817680359
feats10_snr10_N100000,2,torch_gpu_optimized,10.521530790254474,0.9034205727523894,1.0854156017303467,0.8674452900886536
feats10_snr10_N100000,3,torch_gpu_optimized,11.888125652447343,0.9016148318866977,1.0976530313491821,0.874163806438446
feats10_snr10_N100000,4,torch_gpu_optimized,13.140617551282048,0.904471179963064,1.083582878112793,0.8640421628952026
feats10_snr10_N100000,5,torch_gpu_optimized,14.428100518882275,0.9025970145899469,1.0937082767486572,0.8728217482566833
feats10_snr10_N100000,6,torch_gpu_optimized,11.850698634982109,0.9025703672548238,1.0941791534423828,0.871551513671875
feats10_snr10_N100000,7,torch_gpu_optimized,9.274593863636255,0.9036837447186181,1.082942008972168,0.8622809648513794
feats10_snr10_N100000,8,torch_gpu_optimized,13.090721379965544,0.9023722553068593,1.091191053390503,0.8713539838790894
feats10_snr10_N100000,9,torch_gpu_optimized,9.27034562267363,0.9031184216846024,1.0897516012191772,0.8697254657745361
feats10_snr10_N500000,0,torch_gpu_optimized,79.37924246303737,0.9053656511593363,0.975287675857544,0.7781665921211243
feats10_snr10_N500000,1,torch_gpu_optimized,59.88013636507094,0.9067146715767403,0.9685132503509521,0.7728959321975708
feats10_snr10_N500000,2,torch_gpu_optimized,85.88600689359009,0.9080621224019928,0.9627638459205627,0.767768383026123
feats10_snr10_N500000,3,torch_gpu_optimized,66.40556277520955,0.9068468197303059,0.9687232971191406,0.7730167508125305
feats10_snr10_N500000,4,torch_gpu_optimized,53.42970903776586,0.906957565923301,0.9667967557907104,0.7714995741844177
feats10_snr10_N500000,5,torch_gpu_optimized,53.482344871386886,0.906451669081403,0.9707927107810974,0.7745165824890137
feats10_snr10_N500000,6,torch_gpu_optimized,118.70955640077591,0.9076318971345627,0.9635618925094604,0.7693251967430115
feats10_snr10_N500000,7,torch_gpu_optimized,60.12492657080293,0.9070724323072648,0.9682875871658325,0.7727423906326294
feats10_snr10_N500000,8,torch_gpu_optimized,72.98965403810143,0.905927983024072,0.9731255173683167,0.7768476009368896
feats10_snr10_N500000,9,torch_gpu_optimized,79.47848066315055,0.9065082801564905,0.9705615043640137,0.7745612263679504
feats10_snr3_N10000,0,torch_gpu_optimized,0.9628203175961971,0.6815770231658788,1.6412402391433716,1.3126049041748047
feats10_snr3_N10000,1,torch_gpu_optimized,1.0884046256542206,0.6799983838791861,1.6264361143112183,1.2949285507202148
feats10_snr3_N10000,2,torch_gpu_optimized,0.9142977930605412,0.6903719821421505,1.6195409297943115,1.2974013090133667
feats10_snr3_N10000,3,torch_gpu_optimized,0.9581238962709904,0.6929288102041549,1.5977500677108765,1.2709027528762817
feats10_snr3_N10000,4,torch_gpu_optimized,0.9619954414665699,0.6933852939713177,1.6115206480026245,1.2851945161819458
feats10_snr3_N10000,5,torch_gpu_optimized,0.9166750777512789,0.6934139647807371,1.6112220287322998,1.285910964012146
feats10_snr3_N10000,6,torch_gpu_optimized,1.0869678799062967,0.6743635464057947,1.6576377153396606,1.3320420980453491
feats10_snr3_N10000,7,torch_gpu_optimized,1.086191788315773,0.6742719102593091,1.6631526947021484,1.3196593523025513
feats10_snr3_N10000,8,torch_gpu_optimized,0.9690750055015087,0.6959774018874432,1.5908390283584595,1.2679767608642578
feats10_snr3_N10000,9,torch_gpu_optimized,0.9229241088032722,0.6949178425526654,1.5993812084197998,1.2699425220489502
feats10_snr3_N100000,0,torch_gpu_optimized,9.566936919465661,0.7378511050086455,1.8444490432739258,1.4689124822616577
feats10_snr3_N100000,1,torch_gpu_optimized,10.896964507177472,0.7356151742726093,1.833695888519287,1.464599847793579
feats10_snr3_N100000,2,torch_gpu_optimized,12.210178021341562,0.7371307570247692,1.831888198852539,1.4616897106170654
feats10_snr3_N100000,3,torch_gpu_optimized,9.568327568471432,0.7375111886396712,1.8398300409317017,1.4678233861923218
feats10_snr3_N100000,4,torch_gpu_optimized,8.233176589012146,0.7368044902142672,1.8302931785583496,1.4603667259216309
feats10_snr3_N100000,5,torch_gpu_optimized,9.592969918623567,0.7366803747264798,1.8312348127365112,1.4599212408065796
feats10_snr3_N100000,6,torch_gpu_optimized,9.601784052327275,0.7388361206234928,1.8249273300170898,1.4550530910491943
feats10_snr3_N100000,7,torch_gpu_optimized,12.217678491026163,0.7299011237164403,1.850683331489563,1.4736043214797974
feats10_snr3_N100000,8,torch_gpu_optimized,14.869682041928172,0.7328831930715973,1.8463919162750244,1.4714759588241577
feats10_snr3_N100000,9,torch_gpu_optimized,9.573612885549664,0.7360287115511956,1.8380203247070312,1.465894103050232
feats10_snr3_N500000,0,torch_gpu_optimized,79.79626233316958,0.7460443043198562,1.0746747255325317,0.8574311137199402
feats10_snr3_N500000,1,torch_gpu_optimized,60.30502678826451,0.7458493862270109,1.0742732286453247,0.8569956421852112
feats10_snr3_N500000,2,torch_gpu_optimized,66.71480659395456,0.7447706580622739,1.0749409198760986,0.8573325276374817
feats10_snr3_N500000,3,torch_gpu_optimized,47.200391041114926,0.7449407484751058,1.076195478439331,0.8586984872817993
feats10_snr3_N500000,4,torch_gpu_optimized,112.54278081282973,0.7464477189826428,1.073768973350525,0.8560717105865479
feats10_snr3_N500000,5,torch_gpu_optimized,106.34935247339308,0.7467184999009051,1.0723837614059448,0.8552102446556091
feats10_snr3_N500000,6,torch_gpu_optimized,93.00342124141753,0.7453071104352345,1.076078176498413,0.8576269745826721
feats10_snr3_N500000,7,torch_gpu_optimized,119.30058776959777,0.7443788903106476,1.0786842107772827,0.8610231876373291
feats10_snr3_N500000,8,torch_gpu_optimized,47.16945284791291,0.7425891073510376,1.0802407264709473,0.8617429137229919
feats10_snr3_N500000,9,torch_gpu_optimized,92.99967132508755,0.7447675993366947,1.0763007402420044,0.8578701615333557
feats20_snr10_N10000,0,torch_gpu_optimized,1.1423577647656202,0.8831806421772233,1.7338967323303223,1.380033016204834
feats20_snr10_N10000,1,torch_gpu_optimized,1.0970847681164742,0.8555288386084251,1.9337049722671509,1.5358771085739136
feats20_snr10_N10000,2,torch_gpu_optimized,1.1334653478115797,0.8773478179080022,1.7840710878372192,1.4273457527160645
feats20_snr10_N10000,3,torch_gpu_optimized,1.0901976767927408,0.8724824552630848,1.8318785429000854,1.462881326675415
feats20_snr10_N10000,4,torch_gpu_optimized,1.1302583366632462,0.8606624237147481,1.881234049797058,1.4974967241287231
feats20_snr10_N10000,5,torch_gpu_optimized,1.0930785108357668,0.8523174677625129,1.9772390127182007,1.564523458480835
feats20_snr10_N10000,6,torch_gpu_optimized,1.1318467874079943,0.8730249150222031,1.843092918395996,1.4655743837356567
