dataset,round,method,train_time,adj_r2,rmse,mae
feats10_snr10_N10000,0,torch_optimized,3.4342425912618637,0.8800452256926253,0.8404573798179626,0.671972930431366
feats10_snr10_N10000,1,torch_optimized,1.7829426750540733,0.879286370660604,0.8496572375297546,0.6744502186775208
feats10_snr10_N10000,2,torch_optimized,2.4328602086752653,0.8818456010736894,0.8330201506614685,0.6660079956054688
feats10_snr10_N10000,3,torch_optimized,2.66576156206429,0.8730962160845782,0.860762894153595,0.6869613528251648
feats10_snr10_N10000,4,torch_optimized,2.743526764214039,0.8745364231620281,0.8542175889015198,0.6796860098838806
feats10_snr10_N10000,5,torch_optimized,2.4235280826687813,0.8870397641834349,0.8224415183067322,0.6567753553390503
feats10_snr10_N10000,6,torch_optimized,1.7727829404175282,0.8941910092135701,0.7999071478843689,0.6355500221252441
feats10_snr10_N10000,7,torch_optimized,2.1744143292307854,0.8850671216067612,0.8179329633712769,0.6544985175132751
feats10_snr10_N10000,8,torch_optimized,2.1752549801021814,0.8807148811912535,0.8352418541908264,0.6631108522415161
feats10_snr10_N10000,9,torch_optimized,1.9282033182680607,0.8873956606411423,0.8127400279045105,0.6479434370994568
feats10_snr10_N100000,0,torch_optimized,71.35273226164281,0.9057128531552229,1.0754079818725586,0.8563713431358337
feats10_snr10_N100000,1,torch_optimized,45.201215606182814,0.9034353750436039,1.0903174877166748,0.8689983487129211
feats10_snr10_N100000,2,torch_optimized,33.904087260365486,0.9048767745424924,1.0772016048431396,0.8597195148468018
feats10_snr10_N100000,3,torch_optimized,121.69174645468593,0.9043140177976527,1.082491397857666,0.862142026424408
feats10_snr10_N100000,4,torch_optimized,60.22708444297314,0.9041478360044157,1.0854151248931885,0.8657243251800537
feats10_snr10_N100000,5,torch_optimized,32.20015492849052,0.9049656691508764,1.0803279876708984,0.8616723418235779
feats10_snr10_N100000,6,torch_optimized,43.63786127604544,0.9049002219663714,1.081017255783081,0.8619743585586548
feats10_snr10_N100000,7,torch_optimized,28.927628234028816,0.9029787956372233,1.086897850036621,0.8661960363388062
feats10_snr10_N100000,8,torch_optimized,18.53036968782544,0.9031153849085174,1.087030053138733,0.8677147030830383
feats10_snr10_N100000,9,torch_optimized,17.69748055189848,0.9012840308792961,1.100020170211792,0.8776767253875732
feats10_snr10_N500000,0,torch_optimized,279.81120011024177,0.9063655279048922,0.9701216816902161,0.7739871740341187
feats10_snr10_N500000,1,torch_optimized,168.3633182812482,0.9069420884115658,0.9673319458961487,0.7717714309692383
feats10_snr10_N500000,2,torch_optimized,163.61535027250648,0.9043574289104022,0.9819698333740234,0.7835237979888916
feats10_snr10_N500000,3,torch_optimized,140.10234173573554,0.9066215896463861,0.969893753528595,0.7740968465805054
feats10_snr10_N500000,4,torch_optimized,291.1620793733746,0.9047201653720418,0.9783520698547363,0.7804339528083801
feats10_snr10_N500000,5,torch_optimized,233.9299677927047,0.9063479840600495,0.9713306427001953,0.7745890021324158
feats10_snr10_N500000,6,torch_optimized,357.68020309507847,0.9060255958226614,0.9719040989875793,0.776034951210022
feats10_snr10_N500000,7,torch_optimized,398.80222714692354,0.9020724825091142,0.9939954876899719,0.7930697202682495
feats10_snr10_N500000,8,torch_optimized,253.59432848356664,0.9065592146504251,0.9698551893234253,0.7743814587593079
feats10_snr10_N500000,9,torch_optimized,208.62767187692225,0.9062923095836214,0.9716819524765015,0.7754601240158081
