dataset,round,method,train_time,adj_r2,rmse,mae
feats10_snr10_N100000,0,torch_gpu_data_optimized,1.1697511999955168,0.9066806355661452,1.069874639119505,0.8532584309577942
feats10_snr10_N100000,1,torch_gpu_data_optimized,0.6601021999958903,0.9065056609381039,1.0728442467010033,0.8556346893310547
feats10_snr10_N100000,2,torch_gpu_data_optimized,0.6622455999895465,0.9053719922747876,1.0743938511409048,0.8577414155006409
feats10_snr10_N100000,3,torch_gpu_data_optimized,0.7499627999932272,0.9060213955535794,1.0727900211191572,0.8553013801574707
feats10_snr10_N100000,4,torch_gpu_data_optimized,0.768184000000474,0.9065656948224097,1.0716378575235257,0.8539614677429199
feats10_snr10_N100000,5,torch_gpu_data_optimized,0.6258062999986578,0.905009106223378,1.0800809946418706,0.8619328737258911
feats10_snr10_N100000,6,torch_gpu_data_optimized,0.7957600000081584,0.9064151629873827,1.0723723478310032,0.8541601300239563
feats10_snr10_N100000,7,torch_gpu_data_optimized,0.6840605000033975,0.9064307229117162,1.0673872798396906,0.8503950238227844
feats10_snr10_N100000,8,torch_gpu_data_optimized,0.5935701999987941,0.9042204386409731,1.080813000962526,0.8618309497833252
feats10_snr10_N100000,9,torch_gpu_data_optimized,0.6160710999974981,0.9060323053855833,1.073238299903389,0.8557797074317932
feats10_snr10_N10000,0,torch_gpu_data_optimized,0.2970454000023892,0.8981632137852935,0.7743891246575841,0.6164057850837708
feats10_snr10_N10000,1,torch_gpu_data_optimized,0.24055249999219086,0.9033008614936939,0.7604608566473345,0.6070982217788696
feats10_snr10_N10000,2,torch_gpu_data_optimized,0.1893114999984391,0.8987093311102602,0.7712857920349597,0.6177595853805542
feats10_snr10_N10000,3,torch_gpu_data_optimized,0.17238770000403747,0.9018498640735203,0.7569926044374973,0.6037634611129761
feats10_snr10_N10000,4,torch_gpu_data_optimized,0.1250651000009384,0.8985461648228795,0.7681462561053968,0.610257089138031
feats10_snr10_N10000,5,torch_gpu_data_optimized,0.1849149000045145,0.9022061184308504,0.7652406701008658,0.6110832095146179
feats10_snr10_N10000,6,torch_gpu_data_optimized,0.11757930000021588,0.9036994602499087,0.7631196271627555,0.6095186471939087
feats10_snr10_N10000,7,torch_gpu_data_optimized,0.11131369999202434,0.8976799859554263,0.7717485192954759,0.6170046925544739
feats10_snr10_N10000,8,torch_gpu_data_optimized,0.11609779999707825,0.9010208336067811,0.7608359282770712,0.6064254641532898
feats10_snr10_N10000,9,torch_gpu_data_optimized,0.12359199998900294,0.8965793899291263,0.7788927373603592,0.6223469972610474
feats10_snr10_N500000,0,torch_gpu_data_optimized,4.000664599996526,0.9072949162973525,0.9652952303936235,0.7702063918113708
feats10_snr10_N500000,1,torch_gpu_data_optimized,4.36111460000393,0.9079392086745278,0.962135436633959,0.7676064968109131
feats10_snr10_N500000,2,torch_gpu_data_optimized,4.692321099995752,0.9070259693822063,0.9681740556162326,0.7721902132034302
feats10_snr10_N500000,3,torch_gpu_data_optimized,2.2708223999943584,0.9075119454901821,0.9652586751339066,0.7707651257514954
feats10_snr10_N500000,4,torch_gpu_data_optimized,2.5499317000067094,0.9065109050440462,0.9691146656451222,0.773469090461731
