dataset,round,method,train_time,adj_r2,rmse,mae
feats10_snr10_N100000,0,torch_amp,1.3254028999945149,0.9067590909700642,1.069424783159876,0.8526323437690735
feats10_snr10_N100000,1,torch_amp,1.2524295000039274,0.9043800321943859,1.084971320568707,0.8645832538604736
feats10_snr10_N100000,2,torch_amp,0.7208963000011863,0.9057307051664144,1.0723554507571427,0.8562854528427124
feats10_snr10_N100000,3,torch_amp,0.9425122999964515,0.9060765408792824,1.0724753364092414,0.8550446629524231
feats10_snr10_N100000,4,torch_amp,1.218531599995913,0.9064551060881622,1.0722719063774635,0.8546859622001648
feats10_snr10_N100000,5,torch_amp,0.6513680000061868,0.9056746655921866,1.076290781752627,0.858733594417572
feats10_snr10_N100000,6,torch_amp,1.3627761999960057,0.9056657231069374,1.0766578864594838,0.8576959371566772
feats10_snr10_N100000,7,torch_amp,1.4392625000036787,0.9062230784042314,1.068571024403594,0.8511435985565186
feats10_snr10_N100000,8,torch_amp,0.7809061000007205,0.9054771559013174,1.0736989376196802,0.8565065860748291
feats10_snr10_N100000,9,torch_amp,1.0722978999983752,0.9059703041545227,1.073592513217916,0.85650235414505
feats10_snr10_N10000,0,torch_amp,0.7026197999948636,0.898656176646216,0.7725124414300096,0.6152598857879639
feats10_snr10_N10000,1,torch_amp,0.45675240000127815,0.903808337315024,0.7584629217098906,0.6062302589416504
feats10_snr10_N10000,2,torch_amp,0.6984513999923365,0.8973666135140329,0.7763810834300826,0.6219235062599182
feats10_snr10_N10000,3,torch_amp,0.47965400000975933,0.9013370130816689,0.7589677872663646,0.6053319573402405
feats10_snr10_N10000,4,torch_amp,0.8498890999908326,0.895373619732959,0.7800639877604676,0.6204321384429932
feats10_snr10_N10000,5,torch_amp,0.708614100003615,0.901838934560127,0.7666760062256979,0.6120578050613403
feats10_snr10_N10000,6,torch_amp,0.44913870000164025,0.9034542927500193,0.7640904208895476,0.6106829047203064
feats10_snr10_N10000,7,torch_amp,0.3078213999979198,0.8976870334012209,0.7717221050726312,0.6178378462791443
