dataset,round,method,train_time,adj_r2,rmse,mae
feats10_snr10_N10000,0,torch_optimized,0.8038864824920893,0.8953399310314363,0.7850502133369446,0.6253974437713623
feats10_snr10_N10000,1,torch_optimized,1.2376493718475103,0.8974757428338576,0.7830309271812439,0.6228302717208862
feats10_snr10_N10000,2,torch_optimized,0.9406984802335501,0.8944409182360505,0.7873691320419312,0.6278690695762634
feats10_snr10_N10000,3,torch_optimized,0.6714571379125118,0.8986715447182039,0.7691516280174255,0.6139069199562073
feats10_snr10_N10000,4,torch_optimized,0.8731822110712528,0.8949401781363787,0.7816781997680664,0.6215898990631104
feats10_snr10_N10000,5,torch_optimized,0.8791377861052752,0.8985250858262462,0.7795098423957825,0.6239429712295532
feats10_snr10_N10000,6,torch_optimized,1.3149214815348387,0.8979763303671412,0.7854685187339783,0.6260784864425659
feats10_snr10_N10000,7,torch_optimized,1.5086000245064497,0.893505416357029,0.7873345613479614,0.6297343373298645
feats10_snr10_N10000,8,torch_optimized,0.8180564157664776,0.8961089359737574,0.7794857621192932,0.6203784346580505
feats10_snr10_N10000,9,torch_optimized,0.9009504001587629,0.8947866354522882,0.7856146097183228,0.6284293532371521
feats10_snr10_N100000,0,torch_optimized,16.778808683156967,0.9046484938763582,1.0814608335494995,0.8628557920455933
feats10_snr10_N100000,1,torch_optimized,15.774159379303455,0.9037711716623233,1.0884201526641846,0.8685007691383362
feats10_snr10_N100000,2,torch_optimized,12.005052417516708,0.905206644028356,1.0753322839736938,0.8589822053909302
feats10_snr10_N100000,3,torch_optimized,13.122685441747308,0.9044070254263596,1.0819650888442993,0.8625428676605225
feats10_snr10_N100000,4,torch_optimized,10.501222103834152,0.903493509601725,1.089113712310791,0.868105947971344
feats10_snr10_N100000,5,torch_optimized,13.169700670987368,0.899900443907818,1.108744502067566,0.8849879503250122
feats10_snr10_N100000,6,torch_optimized,10.505798611789942,0.9050850382258682,1.079966425895691,0.8604665398597717
feats10_snr10_N100000,7,torch_optimized,15.382003949955106,0.9052256014611284,1.0742390155792236,0.8560885787010193
feats10_snr10_N100000,8,torch_optimized,7.161680821329355,0.9038846298446689,1.082706093788147,0.8636782765388489
feats10_snr10_N100000,9,torch_optimized,11.677739515900612,0.9049653104167685,1.0793144702911377,0.8614214658737183
feats10_snr10_N500000,0,torch_optimized,30.14488310739398,0.9043628472319052,0.9804415106773376,0.7820401191711426
feats10_snr10_N500000,1,torch_optimized,43.183182932436466,0.9069299529842912,0.9673950672149658,0.7719885110855103
feats10_snr10_N500000,2,torch_optimized,77.74060924351215,0.9076759802259202,0.9647835493087769,0.7696886658668518
feats10_snr10_N500000,3,torch_optimized,95.68808100745082,0.9073831513327607,0.9659306406974792,0.7711455225944519
feats10_snr10_N500000,4,torch_optimized,64.36328279227018,0.906725142990137,0.9680035710334778,0.7723493576049805
feats10_snr10_N500000,5,torch_optimized,75.78605669923127,0.9074103818770405,0.9658055305480957,0.7704555988311768
feats10_snr10_N500000,6,torch_optimized,50.01852676272392,0.9075248250759949,0.9641203284263611,0.7698625922203064
feats10_snr10_N500000,7,torch_optimized,126.77309523895383,0.9075126367711065,0.9659914374351501,0.7708847522735596
feats10_snr10_N500000,8,torch_optimized,57.7959866207093,0.9063239957038053,0.9710751175880432,0.7752633690834045
feats10_snr10_N500000,9,torch_optimized,110.98372145742178,0.9077649179051475,0.9640167355537415,0.7695082426071167
feats10_snr3_N10000,0,torch_optimized,0.620511457324028,0.7280010209621709,1.5168882608413696,1.208005428314209
feats10_snr3_N10000,1,torch_optimized,0.7420376669615507,0.7185648699717659,1.5252817869186401,1.2162564992904663
feats10_snr3_N10000,2,torch_optimized,0.7175744716078043,0.7301055855250842,1.5120590925216675,1.2133837938308716
feats10_snr3_N10000,3,torch_optimized,0.6519731692969799,0.7298324804002508,1.4986693859100342,1.19436514377594
feats10_snr3_N10000,4,torch_optimized,0.6487325951457024,0.7277926903781615,1.5184106826782227,1.2056199312210083
feats10_snr3_N10000,5,torch_optimized,1.2660570219159126,0.7140518383159705,1.5560474395751953,1.2447175979614258
feats10_snr3_N10000,6,torch_optimized,0.9748789314180613,0.7203185989587191,1.5362253189086914,1.2300688028335571
feats10_snr3_N10000,7,torch_optimized,0.9015655908733606,0.7246398688494069,1.5291672945022583,1.2213419675827026
feats10_snr3_N10000,8,torch_optimized,0.69883774779737,0.7225189011827213,1.5198124647140503,1.2107884883880615
feats10_snr3_N10000,9,torch_optimized,0.7889129053801298,0.7166476895224541,1.541370153427124,1.23084557056427
feats10_snr3_N100000,0,torch_optimized,7.07138742133975,0.7415396129646544,1.8314272165298462,1.4581053256988525
feats10_snr3_N100000,1,torch_optimized,12.670735953375697,0.7399802740150394,1.8184953927993774,1.452756404876709
feats10_snr3_N100000,2,torch_optimized,14.558967782184482,0.7402037682763133,1.8211489915847778,1.4536174535751343
feats10_snr3_N100000,3,torch_optimized,7.202265832573175,0.7437112028843615,1.8179717063903809,1.451522707939148
